ID,risk_probability_default,decision
5148821,1.690135918607384e-08,Approved
5148822,1.6901359186104344e-08,Approved
5148823,1.690135918607384e-08,Approved
5148824,1.690135918607384e-08,Approved
5148825,1.6701152403667008e-08,Approved
5148826,1.7703248634401965e-08,Approved
5148828,1.690135918607384e-08,Approved
5148829,1.690135918607384e-08,Approved
5148830,1.7559029626728894e-08,Approved
5148831,1.690135918607384e-08,Approved
5148832,1.6901359186104344e-08,Approved
5148833,1.7648892914429632e-08,Approved
5148834,1.7648892914429632e-08,Approved
5148836,1.7648892914429632e-08,Approved
5148837,1.7648892914429632e-08,Approved
5148838,1.772323295436381e-08,Approved
5148839,1.78080510907592e-08,Approved
5148840,1.772323295436381e-08,Approved
5148841,1.78080510907592e-08,Approved
5148842,1.6720265496370157e-08,Approved
5148843,1.652220390314882e-08,Approved
5148845,1.713505562446236e-08,Approved
5148846,1.713505561129526e-08,Approved
5148847,1.8555113835672607e-08,Approved
5148848,1.8555113835672607e-08,Approved
5148849,1.713505561129526e-08,Approved
5148850,1.6932080492188593e-08,Approved
5148851,1.713505561129526e-08,Approved
5148852,1.713505562446236e-08,Approved
5148853,1.7175308355320477e-08,Approved
5148854,1.6971856376245294e-08,Approved
5148855,1.7175308355320477e-08,Approved
5148856,1.7809227063016307e-08,Approved
5148857,1.8022717148547173e-08,Approved
5148858,1.7809227063016307e-08,Approved
5148859,1.8022717148514645e-08,Approved
5148861,1.6829862487595977e-08,Approved
5148862,1.7031612178493276e-08,Approved
5148863,1.739743877765725e-08,Approved
5148864,1.7839939620454774e-08,Approved
5148865,1.7278566548247226e-08,Approved
5148866,1.8482481528959923e-08,Approved
5148867,1.7278566548247226e-08,Approved
5148868,1.8482481517267186e-08,Approved
5148869,1.7379742210407287e-08,Approved
5148870,1.758808363584913e-08,Approved
5148871,1.70366733513082e-08,Approved
5148872,1.7638744954656776e-08,Approved
5148873,1.7391951473503166e-08,Approved
5148879,1.74468297067055e-08,Approved
5148880,1.74468297067055e-08,Approved
5148881,1.5641099995848337e-08,Approved
5148882,1.7391951473503166e-08,Approved
5148884,1.6380338283893e-08,Approved
5148885,1.6309088291704325e-08,Approved
5148886,1.63803383152804e-08,Approved
5148887,1.6380338283893e-08,Approved
5148888,1.6380338283893e-08,Approved
5148889,1.6380338283893e-08,Approved
5148890,1.657669930104844e-08,Approved
5148891,1.70635753302863e-08,Approved
5148892,1.671950055929772e-08,Approved
5148895,1.671950055929772e-08,Approved
5148896,1.671950055929772e-08,Approved
5148897,1.671950055929772e-08,Approved
5148898,1.692048041094604e-08,Approved
5148899,1.6920480526183613e-08,Approved
5148903,0.9999999927227607,Rejected
5148904,1.8180647991571476e-08,Approved
5148905,1.7212173461063804e-08,Approved
5148906,1.8180647991571476e-08,Approved
5148907,1.6831608635158203e-08,Approved
5148909,1.7033379232390258e-08,Approved
5148910,1.714690867303781e-08,Approved
5148911,1.6533235635110375e-08,Approved
5148912,1.6533235638445276e-08,Approved
5148913,1.756645323051125e-08,Approved
5148914,0.9999999967396973,Rejected
5148915,1.633738950884004e-08,Approved
5148916,1.633738950884004e-08,Approved
5148917,1.6533235635110375e-08,Approved
5148918,1.6533235635110375e-08,Approved
5148919,1.6337389538812965e-08,Approved
5148920,1.6533235635110375e-08,Approved
5148921,1.7248002037939682e-08,Approved
5148922,1.662752564303883e-08,Approved
5148923,1.724800202468579e-08,Approved
5148924,1.724800202468579e-08,Approved
5148925,1.724800202468579e-08,Approved
5148926,1.724800202468579e-08,Approved
5148928,1.7244164645313634e-08,Approved
5148929,1.8076733712391903e-08,Approved
5148930,1.701656512146295e-08,Approved
5148932,0.999999996833886,Rejected
5148933,1.7804417569538835e-08,Approved
5148935,1.7500934316137655e-08,Approved
5148936,1.703340114566618e-08,Approved
5148938,1.703340114566618e-08,Approved
5148939,1.703340114566618e-08,Approved
5148940,1.6831630288888722e-08,Approved
5148941,1.7837639497375634e-08,Approved
5148943,1.6831630246720874e-08,Approved
5148945,0.9999999932791785,Rejected
5148946,1.6900557324967e-08,Approved
5148947,1.6900557337954027e-08,Approved
5148948,1.6900557324967e-08,Approved
5148953,1.7730391009853514e-08,Approved
5148954,1.6900557328375994e-08,Approved
5148955,1.6900557324967e-08,Approved
5148956,1.7730391009853514e-08,Approved
5148960,1.6900557337954027e-08,Approved
5148961,1.6900557324967e-08,Approved
5148962,1.6900557324967e-08,Approved
5148963,1.6900557324967e-08,Approved
5148964,1.6700360082927156e-08,Approved
5148965,1.6900557324967e-08,Approved
5148966,1.6900557324967e-08,Approved
5148967,1.844059869185775e-08,Approved
5148968,1.8681116644856017e-08,Approved
5148969,1.844059869185775e-08,Approved
5148970,1.8681116644856017e-08,Approved
5148971,1.8681116644856017e-08,Approved
5148972,1.868111661951766e-08,Approved
5148973,1.844059869855736e-08,Approved
5148974,1.844059869185775e-08,Approved
5148975,1.860860836439362e-08,Approved
5148977,1.8388178235833298e-08,Approved
5148978,1.8608608350094194e-08,Approved
5148980,1.860860835012778e-08,Approved
5148981,1.8608608350094194e-08,Approved
5148982,1.8388178235833298e-08,Approved
5148983,0.9999999966798963,Rejected
5148987,1.802281399214778e-08,Approved
5148988,1.779066174894072e-08,Approved
5148989,1.7126229743930883e-08,Approved
5148990,0.999999983109043,Rejected
5148991,0.999999996793429,Rejected
5148992,1.6983718198245554e-08,Approved
5148996,1.677874012816604e-08,Approved
5148997,1.6579985842899647e-08,Approved
5148998,1.6579985842899647e-08,Approved
5148999,1.657998581559025e-08,Approved
5149000,1.6579985842899647e-08,Approved
5149001,0.9999999968278888,Rejected
5149006,0.9999999966566018,Rejected
5149007,1.8325603350480866e-08,Approved
5149008,1.8176314348040413e-08,Approved
5149009,1.7288278566292187e-08,Approved
5149010,0.9999999965140121,Rejected
5149011,1.8176314387295443e-08,Approved
5149012,1.8176314348040413e-08,Approved
5149013,1.8325603350480866e-08,Approved
5149014,1.8176314387295443e-08,Approved
5149015,1.668187341952716e-08,Approved
5149016,1.8176314387295443e-08,Approved
5149017,1.8176314348040413e-08,Approved
5149018,0.9999999966566018,Rejected
5149019,1.7495523614541865e-08,Approved
5149020,1.902807416950042e-08,Approved
5149021,1.880699693608954e-08,Approved
5149025,1.7860185112523422e-08,Approved
5149026,0.999999993840494,Rejected
5149027,1.8346777805725722e-08,Approved
5149028,1.7860185163196033e-08,Approved
5149029,1.8346777805725722e-08,Approved
5149030,1.783839960004963e-08,Approved
5149031,1.766719472397402e-08,Approved
5149032,1.766719472397402e-08,Approved
5149033,1.7295547716916927e-08,Approved
5149034,1.766719472397402e-08,Approved
5149035,1.783839960004963e-08,Approved
5149039,0.9999999965895641,Rejected
5149040,1.6572818415502176e-08,Approved
5149044,1.6421987442035624e-08,Approved
5149045,1.718834275371398e-08,Approved
5149046,1.7922806153156384e-08,Approved
5149049,1.7394389914785103e-08,Approved
5149050,1.7394389923300398e-08,Approved
5149051,1.7367105359238002e-08,Approved
5149052,1.667505072527172e-08,Approved
5149053,1.6594123800263152e-08,Approved
5149054,1.7367105359238002e-08,Approved
5149057,0.9999999968140494,Rejected
5149058,1.6814667333563495e-08,Approved
5149061,1.7013572635209104e-08,Approved
5149062,1.704062541088962e-08,Approved
5149066,1.6917279750351758e-08,Approved
5149067,0.9999999896515123,Rejected
5149068,1.684783037581511e-08,Approved
5149069,1.6917279750351758e-08,Approved
5149070,1.6917279750351758e-08,Approved
5149071,1.6917279750351758e-08,Approved
5149072,1.6847830402948692e-08,Approved
5149075,1.804305454335731e-08,Approved
5149076,1.804305450083794e-08,Approved
5149077,1.7896067444904967e-08,Approved
5149078,1.7838785588789337e-08,Approved
5149079,0.9999999964515822,Rejected
5149080,0.9999999964515822,Rejected
5149081,1.7221682848827107e-08,Approved
5149082,1.7221682956821978e-08,Approved
5149085,1.7221682848827107e-08,Approved
5149086,1.7221682956821978e-08,Approved
5149087,1.7221682956821978e-08,Approved
5149088,0.9999999960191843,Rejected
5149089,0.9999999964537372,Rejected
5149090,0.9999999968301738,Rejected
5149092,1.7690700004506685e-08,Approved
5149093,1.78867043906243e-08,Approved
5149094,1.788670436636345e-08,Approved
5149095,2.0275489298963645e-08,Approved
5149096,1.78867043906243e-08,Approved
5149097,1.78867043906243e-08,Approved
5149099,1.697116140462785e-08,Approved
5149100,1.848241752904966e-08,Approved
5149101,1.7040625438333703e-08,Approved
5149105,1.8374157169759392e-08,Approved
5149106,1.837415714366812e-08,Approved
5149107,1.8156504150605246e-08,Approved
5149108,1.837415714366812e-08,Approved
5149109,1.8374157155640124e-08,Approved
5149110,1.6828720644445028e-08,Approved
5149111,1.7481167231420402e-08,Approved
5149112,1.740990729103441e-08,Approved
5149113,1.7409907262358025e-08,Approved
5149114,1.7481167231420402e-08,Approved
5149118,0.9999999962977562,Rejected
5149119,0.9999999813444346,Rejected
5149120,1.7878748914773272e-08,Approved
5149121,1.707042390785307e-08,Approved
5149122,1.7733100095320538e-08,Approved
5149123,1.7070423918975604e-08,Approved
5149124,1.7070423918975604e-08,Approved
5149125,1.7070423918975604e-08,Approved
5149126,1.707042391900641e-08,Approved
5149129,1.6975073937385295e-08,Approved
5149130,1.7161061432370344e-08,Approved
5149132,0.999999987027619,Rejected
5149133,0.9999999957418657,Rejected
5149135,1.7007686129937284e-08,Approved
5149137,0.9999999967988489,Rejected
5149138,1.7016840352781435e-08,Approved
5149139,1.782420903392575e-08,Approved
5149140,1.7016840352781435e-08,Approved
5149141,1.7424297665482274e-08,Approved
5149142,1.7016840365857698e-08,Approved
5149143,1.7016840352781435e-08,Approved
5149144,1.7016840352812147e-08,Approved
5149146,1.782420903392575e-08,Approved
5149150,1.7016840365857698e-08,Approved
5149157,1.7424297627851234e-08,Approved
5149159,0.9999999968015127,Rejected
5149162,1.7016840352812147e-08,Approved
5149164,1.7424297665482274e-08,Approved
5149169,1.6709614465287068e-08,Approved
5149170,0.9999999967666617,Rejected
5149171,0.9999999967666884,Rejected
5149173,2.2788839046773978e-08,Approved
5149176,1.6960316206700146e-08,Approved
5149179,1.6960316206730877e-08,Approved
5149180,1.6960316206730877e-08,Approved
5149181,1.6960316206700146e-08,Approved
5149183,1.6384118886024535e-08,Approved
5149184,1.6384118886024535e-08,Approved
5149185,1.7856721250634e-08,Approved
5149186,1.785672120386122e-08,Approved
5149187,1.7856721250634e-08,Approved
5149188,0.999999996768864,Rejected
5149189,1.7892496423176428e-08,Approved
5149191,1.9106545288556038e-08,Approved
5149192,0.999999996768864,Rejected
5149193,1.835636975288408e-08,Approved
5149194,1.695187549926246e-08,Approved
5149195,1.638547474254068e-08,Approved
5149196,1.652005493968413e-08,Approved
5149197,1.5518233087815203e-08,Approved
5149199,1.5704259515532206e-08,Approved
5149200,1.745748132755431e-08,Approved
5149201,1.745748132755431e-08,Approved
5149202,1.6996363768723916e-08,Approved
5149203,1.6775559352719318e-08,Approved
5149205,1.766675464198525e-08,Approved
5149206,1.9388900423967363e-08,Approved
5149208,1.9388900423967363e-08,Approved
5149209,1.731225140229518e-08,Approved
5149210,1.7312251402263934e-08,Approved
5149213,1.8652949337741515e-08,Approved
5149214,1.7544737562525497e-08,Approved
5149215,1.7544737562525497e-08,Approved
5149216,1.663299130809251e-08,Approved
5149217,1.8652949337741515e-08,Approved
5149218,1.663299130809251e-08,Approved
5149219,1.7544737562525497e-08,Approved
5149220,1.7544737562525497e-08,Approved
5149222,1.7460323465422912e-08,Approved
5149223,1.758183940726461e-08,Approved
5149225,0.9999999967639885,Rejected
5149227,1.735867891382219e-08,Approved
5149228,0.9999999959360655,Rejected
5149229,1.758183940726461e-08,Approved
5149232,0.9999999959360655,Rejected
5149234,1.766963087937118e-08,Approved
5149236,1.7460323465422912e-08,Approved
5149237,1.7228310358882298e-08,Approved
5149238,1.6951851735819104e-08,Approved
5149239,0.9999999958140762,Rejected
5149240,0.9999999967997246,Rejected
5149241,2.6666996441565848e-08,Approved
5149242,2.6666996122585634e-08,Approved
5149243,2.6504510759046878e-08,Approved
5149244,0.9999999958140762,Rejected
5149245,2.6504510759046878e-08,Approved
5149246,1.709883030243311e-08,Approved
5149248,1.7232768349830346e-08,Approved
5149249,1.9600530726908925e-08,Approved
5149251,1.9028802923456297e-08,Approved
5149252,1.723276836352607e-08,Approved
5149253,1.951021282938037e-08,Approved
5149254,1.951021282938037e-08,Approved
5149255,1.7548647025511376e-08,Approved
5149258,1.7548647025511376e-08,Approved
5149259,0.9999999968032032,Rejected
5149261,1.7185814300202323e-08,Approved
5149262,0.9999999968032172,Rejected
5149264,1.6617471522117687e-08,Approved
5149265,1.6617471522117687e-08,Approved
5149266,1.7541360416392004e-08,Approved
5149267,1.7555702772137384e-08,Approved
5149269,1.787018407674539e-08,Approved
5149270,1.755570278608964e-08,Approved
5149271,1.7555702772137384e-08,Approved
5149272,1.765850102366221e-08,Approved
5149273,1.7555702772137384e-08,Approved
5149275,1.7658501174075825e-08,Approved
5149276,1.7870184081889034e-08,Approved
5149277,1.7870184081889034e-08,Approved
5149278,1.7870184081889034e-08,Approved
5149280,1.7668978464119018e-08,Approved
5149281,1.6556994807875086e-08,Approved
5149282,1.7668978464119018e-08,Approved
5149284,1.6556994807875086e-08,Approved
5149285,1.786107533210979e-08,Approved
5149286,1.786107533210979e-08,Approved
5149287,1.7435251144543586e-08,Approved
5149289,1.8751804526917394e-08,Approved
5149290,1.8751804526917394e-08,Approved
5149291,1.786107533210979e-08,Approved
5149292,1.786107533210979e-08,Approved
5149293,1.8751804594064948e-08,Approved
5149294,0.9999999968290774,Rejected
5149296,1.687305996118935e-08,Approved
5149298,1.687305996118935e-08,Approved
5149300,1.6873059886913234e-08,Approved
5149301,1.6873059886913234e-08,Approved
5149302,1.6460667929824956e-08,Approved
5149303,1.7143825181384663e-08,Approved
5149304,1.7089900106935187e-08,Approved
5149305,1.6673188321272933e-08,Approved
5149306,1.6873059886913234e-08,Approved
5149307,1.7273243998328867e-08,Approved
5149308,1.7523703877050488e-08,Approved
5149309,1.7523703877050488e-08,Approved
5149310,1.6778788607648307e-08,Approved
5149311,1.6915603659497212e-08,Approved
5149312,1.528745827672937e-08,Approved
5149313,1.6720376470028017e-08,Approved
5149314,1.5655464457768854e-08,Approved
5149315,1.5655464457768854e-08,Approved
5149316,1.5843135908866384e-08,Approved
5149317,1.5843135908866384e-08,Approved
5149318,1.6345231198014597e-08,Approved
5149319,1.5843135908866384e-08,Approved
5149320,1.67203765508296e-08,Approved
5149321,1.5655464457768854e-08,Approved
5149322,1.5843135921040848e-08,Approved
5149324,1.5843135908866384e-08,Approved
5149325,1.5843135908866384e-08,Approved
5149326,1.5655464457768854e-08,Approved
5149327,1.5655464322832896e-08,Approved
5149328,1.647948080976894e-08,Approved
5149329,1.5843135908866384e-08,Approved
5149330,1.685924544607399e-08,Approved
5149331,1.6859245446104418e-08,Approved
5149332,1.6859245446104418e-08,Approved
5149333,1.685924545902915e-08,Approved
5149334,1.685924544607399e-08,Approved
5149336,1.6666767326434214e-08,Approved
5149337,1.666676731557469e-08,Approved
5149338,1.6666767339241587e-08,Approved
5149339,1.6666767326434214e-08,Approved
5149340,1.666676731557469e-08,Approved
5149341,1.6666767326434214e-08,Approved
5149342,1.6666767326464413e-08,Approved
5149343,1.6666767326434214e-08,Approved
5149345,1.7491221156402422e-08,Approved
5149346,1.7491221142501288e-08,Approved
5149347,1.7699056256604025e-08,Approved
5149348,1.8132724364389043e-08,Approved
5149349,1.7921755310838236e-08,Approved
5149350,1.7921755332966026e-08,Approved
5149352,0.999999995208906,Rejected
5149353,1.666842255928897e-08,Approved
5149354,1.666842255928897e-08,Approved
5149355,1.6761652014060998e-08,Approved
5149356,1.651093057546157e-08,Approved
5149357,1.6708857045414133e-08,Approved
5149358,1.651093057546157e-08,Approved
5149359,1.6708857045383977e-08,Approved
5149361,1.733414832632478e-08,Approved
5149362,1.733414833131413e-08,Approved
5149363,1.733414833131413e-08,Approved
5149364,1.7359195764402997e-08,Approved
5149368,1.659729091992083e-08,Approved
5149369,1.733414833131413e-08,Approved
5149370,1.659729091992083e-08,Approved
5149372,1.779954911905188e-08,Approved
5149375,1.779954911905188e-08,Approved
5149376,1.7799549094909243e-08,Approved
5149378,1.780141824688847e-08,Approved
5149380,1.7044697731591767e-08,Approved
5149381,1.7044697731591767e-08,Approved
5149382,1.7044697731591767e-08,Approved
5149383,1.7044697731591767e-08,Approved
5149387,1.759270413506503e-08,Approved
5149388,1.7824263700507685e-08,Approved
5149389,1.7824263700507685e-08,Approved
5149390,1.759270413506503e-08,Approved
5149391,1.8767107385598428e-08,Approved
5149392,0.9999999957683587,Rejected
5149393,1.7708625684770094e-08,Approved
5149394,1.7708625684770094e-08,Approved
5149395,1.8767107385598428e-08,Approved
5149396,1.8767107385598428e-08,Approved
5149397,1.7708625684770094e-08,Approved
5149398,1.7708625684770094e-08,Approved
5149399,1.7708625684770094e-08,Approved
5149400,0.9999999913832122,Rejected
5149401,1.8767107385598428e-08,Approved
5149402,1.8767107385598428e-08,Approved
5149403,1.7708625684770094e-08,Approved
5149404,1.8767107385598428e-08,Approved
5149405,1.8767107385598428e-08,Approved
5149406,1.7708625684770094e-08,Approved
5149407,1.7708625684770094e-08,Approved
5149408,1.8767107385598428e-08,Approved
5149409,1.8767107385598428e-08,Approved
5149410,0.9999999965900548,Rejected
5149411,0.9999999834313098,Rejected
5149412,1.87671075710702e-08,Approved
5149413,1.679996405805918e-08,Approved
5149414,0.9999999951801692,Rejected
5149415,1.7434252427625024e-08,Approved
5149416,0.9999999965912658,Rejected
5149419,1.6741159086454534e-08,Approved
5149423,1.6741159086424322e-08,Approved
5149424,1.6741159086424322e-08,Approved
5149425,0.9999999967633155,Rejected
5149426,1.6542850012129406e-08,Approved
5149427,1.809331696066223e-08,Approved
5149428,1.809331696066223e-08,Approved
5149430,1.659602890062013e-08,Approved
5149431,1.6596028895224143e-08,Approved
5149432,1.602071437802925e-08,Approved
5149433,1.7269911847722e-08,Approved
5149434,1.6596028907947088e-08,Approved
5149435,1.7166296927343143e-08,Approved
5149436,1.7166296927343143e-08,Approved
5149438,1.7166296927343143e-08,Approved
5149444,1.7116823918029952e-08,Approved
5149445,1.7074408347783823e-08,Approved
5149446,1.7074408347783823e-08,Approved
5149447,1.705386952201611e-08,Approved
5149448,1.7074408370942904e-08,Approved
5149450,1.7074408370942904e-08,Approved
5149451,1.746113285204451e-08,Approved
5149452,1.746113285204451e-08,Approved
5149454,1.705386952201611e-08,Approved
5149455,1.7461132877087674e-08,Approved
5149456,1.7074408370942904e-08,Approved
5149457,1.746113285204451e-08,Approved
5149458,1.7604547758161234e-08,Approved
5149459,1.746113285204451e-08,Approved
5149461,1.746113285204451e-08,Approved
5149462,1.7691844527774143e-08,Approved
5149463,1.7837154338638696e-08,Approved
5149464,1.743781241599128e-08,Approved
5149465,1.743781241599128e-08,Approved
5149466,0.9999999952485734,Rejected
5149467,1.7646849985334284e-08,Approved
5149468,1.7646849985334284e-08,Approved
5149470,1.7387336030024353e-08,Approved
5149471,0.9999999967612268,Rejected
5149472,0.9999999880203086,Rejected
5149473,1.6525651235496735e-08,Approved
5149474,1.6525651222797918e-08,Approved
5149475,1.6525651222797918e-08,Approved
5149477,1.6239943580663906e-08,Approved
5149478,1.7387336030024353e-08,Approved
5149479,0.9999999797580617,Rejected
5149480,1.72456905649701e-08,Approved
5149481,1.6525651222797918e-08,Approved
5149482,0.999999996180928,Rejected
5149483,1.7387336030024353e-08,Approved
5149484,1.6525651222797918e-08,Approved
5149485,1.6525651222797918e-08,Approved
5149486,1.6525651222797918e-08,Approved
5149488,1.7315574983140786e-08,Approved
5149489,1.7315574983140786e-08,Approved
5149490,1.7315574983140786e-08,Approved
5149491,1.7315574983140786e-08,Approved
5149493,1.748421217027875e-08,Approved
5149494,1.748421217027875e-08,Approved
5149495,1.7341777723245656e-08,Approved
5149496,1.748421217027875e-08,Approved
5149497,1.748421217027875e-08,Approved
5149498,1.716269571965267e-08,Approved
5149499,1.6854468020135568e-08,Approved
5149500,1.716944823335414e-08,Approved
5149501,1.716944823335414e-08,Approved
5149502,1.716944821327758e-08,Approved
5149504,1.716944821327758e-08,Approved
5149505,1.7056512631059224e-08,Approved
5149506,1.7984146810739866e-08,Approved
5149507,1.7837639488703426e-08,Approved
5149508,1.7984146897648646e-08,Approved
5149509,1.7056512626149785e-08,Approved
5149514,1.685901799325083e-08,Approved
5149517,1.7061117322045828e-08,Approved
5149518,1.670149542573093e-08,Approved
5149519,1.6901706349774232e-08,Approved
5149520,1.6901706349774232e-08,Approved
5149521,1.6901706349774232e-08,Approved
5149522,1.6901706349774232e-08,Approved
5149523,1.6901706349774232e-08,Approved
5149524,1.705624454583071e-08,Approved
5149525,1.6957783333022748e-08,Approved
5149526,1.7743343320206144e-08,Approved
5149527,1.7743343320206144e-08,Approved
5149528,1.673200084763946e-08,Approved
5149529,0.999999990826656,Rejected
5149530,0.999999990826656,Rejected
5149531,0.9999999935934698,Rejected
5149535,0.9999999846844632,Rejected
5149536,0.9999999846844632,Rejected
5149537,1.700373777358576e-08,Approved
5149538,1.6802318152422083e-08,Approved
5149539,0.9999999958193118,Rejected
5149540,0.9999999966710202,Rejected
5149541,0.9999999846844632,Rejected
5149542,1.774597068438137e-08,Approved
5149543,0.9999999931227823,Rejected
5149544,0.9999999958193118,Rejected
5149545,0.9999999926040948,Rejected
5149546,1.700373777358576e-08,Approved
5149547,1.700373777361645e-08,Approved
5149550,1.713544917954745e-08,Approved
5149551,1.7263373314523034e-08,Approved
5149553,1.7497268350901647e-08,Approved
5149554,1.7497268350901647e-08,Approved
5149555,1.801583907549617e-08,Approved
5149556,1.7497268350901647e-08,Approved
5149557,1.72900027032998e-08,Approved
5149558,1.7497268350901647e-08,Approved
5149559,1.72900027032998e-08,Approved
5149561,1.72900027032998e-08,Approved
5149562,1.7290002674623363e-08,Approved
5149563,1.7497268350901647e-08,Approved
5149564,1.7497268350901647e-08,Approved
5149565,1.828830708015311e-08,Approved
5149566,1.828830708015311e-08,Approved
5149567,1.7226213634705223e-08,Approved
5149568,1.8071671266202582e-08,Approved
5149571,1.7382033276142105e-08,Approved
5149572,1.807167111226962e-08,Approved
5149573,1.7226213634705223e-08,Approved
5149574,1.7226213634705223e-08,Approved
5149575,1.7755538705011878e-08,Approved
5149576,1.8071671266202582e-08,Approved
5149577,1.807167108229687e-08,Approved
5149578,1.807167111226962e-08,Approved
5149579,1.828830708015311e-08,Approved
5149580,1.779217366433605e-08,Approved
5149581,1.779217366433605e-08,Approved
5149583,1.8926014953730953e-08,Approved
5149584,1.892601480953754e-08,Approved
5149585,1.915289244684347e-08,Approved
5149586,1.8926014953730953e-08,Approved
5149587,1.915289244684347e-08,Approved
5149588,1.7222497830049917e-08,Approved
5149589,1.7222497830049917e-08,Approved
5149590,1.7222497830049917e-08,Approved
5149591,1.6761350299911695e-08,Approved
5149592,1.6761350275738787e-08,Approved
5149593,1.676135028324008e-08,Approved
5149595,1.676135028324008e-08,Approved
5149596,1.676135028324008e-08,Approved
5149597,1.6761350299911695e-08,Approved
5149598,1.6312242168591435e-08,Approved
5149599,0.9999999962907926,Rejected
5149600,1.6176854656589573e-08,Approved
5149601,1.571674886904178e-08,Approved
5149602,1.727366799374794e-08,Approved
5149603,1.627157922735603e-08,Approved
5149604,1.7329444999458305e-08,Approved
5149607,1.747177843630255e-08,Approved
5149608,1.6607659046110584e-08,Approved
5149609,1.660765904133034e-08,Approved
5149610,1.6607659049460496e-08,Approved
5149612,1.7413588575271718e-08,Approved
5149613,1.702877704782726e-08,Approved
5149614,1.7599572160071934e-08,Approved
5149616,1.7599572160071934e-08,Approved
5149618,1.7671156046470676e-08,Approved
5149619,1.812822497641892e-08,Approved
5149620,1.7911006194514723e-08,Approved
5149621,1.7861889532304117e-08,Approved
5149622,1.6461664801047258e-08,Approved
5149623,1.7166342997639273e-08,Approved
5149625,1.6962997312826463e-08,Approved
5149626,1.696299734236435e-08,Approved
5149627,1.7461132839264304e-08,Approved
5149628,0.9999999966479469,Rejected
5149629,1.696299723884941e-08,Approved
5149630,1.7074408316280285e-08,Approved
5149631,1.6461664801047258e-08,Approved
5149632,0.9999999939017783,Rejected
5149635,1.6572818364959243e-08,Approved
5149636,1.6572818364929217e-08,Approved
5149637,1.6572818364959243e-08,Approved
5149638,1.749785596214387e-08,Approved
5149639,1.6572818364929217e-08,Approved
5149640,1.7497855859720408e-08,Approved
5149641,1.8399019694362648e-08,Approved
5149642,1.8613801919035413e-08,Approved
5149643,1.8561025597645088e-08,Approved
5149644,1.861380190690726e-08,Approved
5149645,2.0019178391021004e-08,Approved
5149646,1.7670101257685357e-08,Approved
5149647,1.8399019694362648e-08,Approved
5149651,1.8613801919035413e-08,Approved
5149653,2.0019178391021004e-08,Approved
5149654,1.8399019694362648e-08,Approved
5149655,1.8399019694362648e-08,Approved
5149656,1.8399019694362648e-08,Approved
5149657,1.7670101257685357e-08,Approved
5149658,2.0019178403685913e-08,Approved
5149659,2.0019178391021004e-08,Approved
5149660,1.573920902731755e-08,Approved
5149661,1.580007139961078e-08,Approved
5149662,1.5927884442679696e-08,Approved
5149663,1.5927884442679696e-08,Approved
5149664,0.9999999966236115,Rejected
5149665,1.580007139961078e-08,Approved
5149666,1.573920902731755e-08,Approved
5149667,1.573920902731755e-08,Approved
5149668,1.718514342485647e-08,Approved
5149669,1.718514342485647e-08,Approved
5149670,1.718514342485647e-08,Approved
5149671,1.718514342485647e-08,Approved
5149672,1.6587184626246336e-08,Approved
5149673,1.718514342485647e-08,Approved
5149674,1.7228311029122664e-08,Approved
5149675,1.748055940705237e-08,Approved
5149676,1.748055939563093e-08,Approved
5149677,1.748055940705237e-08,Approved
5149679,1.748055941054668e-08,Approved
5149680,1.7273491701516392e-08,Approved
5149681,1.7273491701516392e-08,Approved
5149682,1.7480559407020697e-08,Approved
5149684,1.748055942045342e-08,Approved
5149685,1.748055940705237e-08,Approved
5149688,1.748055939563093e-08,Approved
5149689,1.748055941054668e-08,Approved
5149690,1.748055939563093e-08,Approved
5149691,1.7480559412735952e-08,Approved
5149693,1.7214586209077486e-08,Approved
5149694,1.7214586209108552e-08,Approved
5149695,1.7214586204122668e-08,Approved
5149696,1.8976994230333358e-08,Approved
5149697,1.7214586209077486e-08,Approved
5149698,0.9999999965619049,Rejected
5149699,1.648948364158456e-08,Approved
5149700,0.9999999958782375,Rejected
5149701,1.8151022491058032e-08,Approved
5149703,1.6721658909960454e-08,Approved
5149704,1.692211161970604e-08,Approved
5149705,1.69221116196755e-08,Approved
5149707,1.692211161970604e-08,Approved
5149708,1.69221116196755e-08,Approved
5149709,1.672165905408604e-08,Approved
5149710,1.69221116196755e-08,Approved
5149711,1.69221116196755e-08,Approved
5149714,1.6033301117952357e-08,Approved
5149715,1.7197252811843433e-08,Approved
5149716,1.6033301117952357e-08,Approved
5149717,1.7197252873424356e-08,Approved
5149718,1.6033301117952357e-08,Approved
5149719,1.6210282428333465e-08,Approved
5149720,1.6033301117952357e-08,Approved
5149721,1.603330112795005e-08,Approved
5149722,1.5282907255390868e-08,Approved
5149723,1.5282907255390868e-08,Approved
5149724,1.603330112795005e-08,Approved
5149725,1.6033301117952357e-08,Approved
5149726,1.6033301117952357e-08,Approved
5149727,1.73432375438837e-08,Approved
5149728,0.9999999958797685,Rejected
5149730,0.9999999958797685,Rejected
5149731,1.7363055049987678e-08,Approved
5149732,1.7157379043748753e-08,Approved
5149733,1.7157379043748753e-08,Approved
5149738,1.7018266897875543e-08,Approved
5149739,1.701826687989963e-08,Approved
5149740,1.7018266884798066e-08,Approved
5149741,1.7018266884798066e-08,Approved
5149742,1.742575828523659e-08,Approved
5149744,1.70256692841077e-08,Approved
5149745,1.929393183158646e-08,Approved
5149746,1.929393183158646e-08,Approved
